smiles,conductivity,temperature
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-8.957929,28.866667
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-8.799353,34.233333
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-7.972492,39.95
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-7.202265,46.133333
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-6.466019,50.333333
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-5.004854,56.166667
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.472492,61.3
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.291262,69.7
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.087379,79.616667
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-3.940129,89.883333
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-3.966719,74.69532432
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.038035,73.31937315
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.045959,71.57702101
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.061807,70.15096234
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.101426,68.58827223
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.117274,67.11324806
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.156894,65.57814357
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.180666,64.3455535
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.212361,62.97846561
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.259905,61.48036061
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.291601,60.13633996
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.307448,58.59361792
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.378764,56.99588486
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.426307,56.09964993
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.450079,54.52579233
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.497623,53.50743533
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.537242,52.69731707
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.545166,51.62338937
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.600634,50.42370329
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.648177,49.23274375
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.687797,48.24707452
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.719493,47.33241577
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.759113,46.4230504
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.790808,45.58312507
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.822504,44.42756912
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.846276,43.91665153
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.901743,43.28026162
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.941363,42.39371495
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-4.957211,41.63771975
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.004754,40.8853384
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.03645,40.32343297
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.068146,39.51522403
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.068146,38.77294256
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.123613,38.21856448
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.187005,36.99358718
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.234548,36.14187008
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.274168,35.294723
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.329635,34.27234358
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.377179,33.67404285
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.440571,32.18857009
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.511886,30.95184736
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.559429,30.424898
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.622821,29.14435369
CCc1ccc(B2OB(c3ccc(COCCOCCOCCOCCOCCOCCO)cc3)O[B-]3(O2)OB(c2ccc(CC)cc2)OB(c2ccc(COCCOCCOCCOCCOCCOCCO)cc2)O3)cc1.[Li+],-5.709984,27.93211924
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-10.865149,4.302310803
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-10.010508,10.57134592
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-9.408056,15.51251974
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-8.819615,19.79800905
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-8.287215,25.06876911
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-7.894921,29.20312366
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-7.474606,35.50921831
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-7.180385,39.70391599
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-6.844133,44.74416731
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-6.591944,50.45406913
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-6.101576,59.28078376
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-5.695271,70.5869917
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-5.38704,79.96033709
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-5.078809,90.49628126
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-4.82662,96.9929381
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-4.588441,109.2912064
CO[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(CCCOC1COC(=O)O1)O[Si](C)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Li+],-4.322242,120.5554375
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.464678,89.25038067
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.615385,80.00984474
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.697017,75.27719962
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.740973,70.58982745
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.866562,64.63545827
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-4.967033,60.00354147
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-5.042386,54.84219903
CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(CC)c1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1.[Li+],-6.248038,50.04972903
